#temario;bloque;tema;id_pregunta;texto_pregunta;texto_respuesta;explicacion
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_138;¿De qué dependen las medidas de Protección Pasiva y Activa?;Del Nivel de Riesgo Intrínseco superficie y configuración del edificio|Solo del riesgo|Solo de la superficie|Solo de la configuración;Las medidas se determinarán para cada sector o área dependiendo de su Nivel de Riesgo Intrínseco de su superficie y de la configuración del edificio
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_139;¿Cómo se evalúa el nivel de riesgo intrínseco?;Calculando la densidad de carga de fuego ponderada y corregida|Solo por la superficie|Solo por la actividad|Solo por los materiales;El nivel de riesgo intrínseco se evaluará calculando la expresión que determina la densidad de carga de fuego ponderada y corregida
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_140;¿Qué representa Qs en la fórmula?;Densidad de carga de fuego ponderada y corregida del sector en MJ/m2 o Mcal/m2|Solo densidad de carga|Solo carga de fuego|Solo superficie;Qs es la densidad de carga de fuego ponderada y corregida del sector o área de incendio en MJ/m2 o Mcal/m2
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_141;¿Qué representa Gi en la fórmula?;Masa en kg de cada combustible que existe en el sector|Solo masa total|Solo combustibles|Solo materiales;Gi es la masa en kg de cada uno de los combustibles que existen en el sector o área de incendio incluidos los materiales constructivos combustibles
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_142;¿Qué representa qi en la fórmula?;Poder calorífico en MJ/kg o Mcal/kg de cada combustible|Solo poder calorífico|Solo energía|Solo calor;qi es el poder calorífico en MJ/kg o Mcal/kg de cada uno de los combustibles que existen en el sector de incendio
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_143;¿Qué representa Ci en la fórmula?;Coeficiente adimensional que pondera el grado de peligrosidad por combustibilidad|Solo coeficiente de peligrosidad|Solo grado de combustibilidad|Solo factor de riesgo;Ci es el coeficiente adimensional que pondera el grado de peligrosidad por la combustibilidad de cada uno de los combustibles
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_144;¿Qué representa Ra en la fórmula?;Coeficiente que corrige el grado de peligrosidad por la activación inherente a la actividad|Solo coeficiente de activación|Solo grado de peligrosidad|Solo actividad industrial;Ra es el coeficiente adimensional que corrige el grado de peligrosidad por la activación inherente a la actividad industrial que se desarrolla
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_145;¿Cuándo se toma el factor Ra de mayor riesgo?;Cuando la actividad de mayor riesgo ocupe al menos el 10% de la superficie del sector|Cuando ocupe el 5%|Cuando ocupe el 15%|Cuando ocupe el 20%;Se tomará como factor Ra el inherente a la actividad de mayor riesgo siempre que dicha actividad ocupe al menos el 10% de la superficie del sector
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_146;¿Qué representa A en la fórmula?;Superficie construida del sector o superficie ocupada del área de incendio en m2|Solo superficie construida|Solo superficie ocupada|Solo área total;A es la superficie construida del sector de incendio o superficie ocupada del área de incendio en m2
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_147;¿De dónde pueden deducirse los valores del coeficiente Ci?;De la tabla 1.1 del Catálogo CEA o tablas similares de reconocido prestigio|Solo de la tabla 1.1|Solo del Catálogo CEA|Solo de tablas oficiales;Los valores pueden deducirse de la tabla 1.1 del Catálogo CEA de productos y mercancías o de tablas similares de reconocido prestigio cuyo uso debe justificarse
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_148;¿Qué coeficiente del catálogo CEA se asimila al Ci?;El coeficiente GG del listado de productos|El coeficiente AA|El coeficiente BB|El coeficiente CC;El coeficiente GG del listado de productos de dicho catálogo es el que se asimila al coeficiente de peligrosidad por combustibilidad Ci
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_149;¿A qué equivalen los valores 1 y 2 del coeficiente GG?;Ci = 1,60|Ci = 1,30|Ci = 1,00|Ci = 2,00;Los valores 1 y 2 del coeficiente GG equivalen a Ci = 1,60
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_150;¿A qué equivalen los valores 3 y 4 del coeficiente GG?;Ci = 1,30|Ci = 1,60|Ci = 1,00|Ci = 2,00;Los valores 3 y 4 equivalen a Ci = 1,30
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_151;¿A qué equivalen los valores 5 y 6 del coeficiente GG?;Ci = 1,00|Ci = 1,30|Ci = 1,60|Ci = 0,80;Los valores 5 y 6 equivalen a Ci = 1,00
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_152;¿De dónde pueden deducirse los valores del coeficiente Ra?;De la tabla 1.2|De la tabla 1.1|De la tabla 1.3|De la tabla 1.4;Los valores del coeficiente de peligrosidad por activación Ra pueden deducirse de la tabla 1.2
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_153;¿De dónde pueden deducirse los valores del poder calorífico qi?;De la tabla 1.4|De la tabla 1.1|De la tabla 1.2|De la tabla 1.3;Los valores del poder calorífico qi de cada combustible pueden deducirse de la tabla 1.4
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_154;¿Qué se obtiene con el método de cálculo exacto?;Una densidad de carga de fuego exacta en el momento de realizar el cálculo|Una aproximación|Un valor medio|Un valor máximo;Con este método se obtiene una densidad de carga de fuego exacta en el momento de realizar el cálculo tanto en cantidad como en tipos de productos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_155;¿Qué ocurre si hay variaciones en el almacén o actividad?;La carga de fuego cambiará|La carga se mantiene|Solo cambia parcialmente|No afecta al cálculo;Si existen variaciones en el almacén o en la actividad la carga de fuego cambiará
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_156;¿Cuántos grados de peligrosidad de combustibles hay en la tabla 1.1?;Tres: Alta Media Baja|Dos: Alta Baja|Cuatro: Muy Alta Alta Media Baja|Cinco niveles;La tabla 1.1 establece tres grados de peligrosidad: ALTA MEDIA BAJA
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_157;¿Qué valor de Ci corresponde a peligrosidad ALTA?;Ci = 1,60|Ci = 1,30|Ci = 1,00|Ci = 2,00;Para peligrosidad ALTA corresponde Ci = 1,60
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_158;¿Qué valor de Ci corresponde a peligrosidad MEDIA?;Ci = 1,30|Ci = 1,60|Ci = 1,00|Ci = 1,50;Para peligrosidad MEDIA corresponde Ci = 1,30
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_159;¿Qué valor de Ci corresponde a peligrosidad BAJA?;Ci = 1,00|Ci = 1,30|Ci = 1,60|Ci = 0,80;Para peligrosidad BAJA corresponde Ci = 1,00
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_160;¿Qué líquidos se clasifican como peligrosidad ALTA?;Líquidos clase A en ITC MIE-APQ1|Líquidos clase B|Líquidos clase C|Líquidos clase D;Entre otros se incluyen líquidos clasificados como clase A en la ITC MIE-APQ1
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_161;¿A qué temperatura pueden iniciar combustión los sólidos de peligrosidad ALTA?;Inferior a 100°C|Entre 100°C y 200°C|Superior a 200°C|Superior a 300°C;Los sólidos de peligrosidad ALTA son capaces de iniciar su combustión a una temperatura inferior a 100°C
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_162;¿Qué líquidos se incluyen en peligrosidad MEDIA?;Líquidos subclase B2 y clase C en ITC MIE-APQ1|Solo subclase B2|Solo clase C|Líquidos clase A;Se incluyen líquidos clasificados como subclase B2 en la ITC MIE-APQ1 y líquidos clasificados como clase C
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_163;¿Entre qué temperaturas inician ignición los sólidos de peligrosidad MEDIA?;Entre 100°C y 200°C|Inferior a 100°C|Superior a 200°C|Entre 200°C y 300°C;Los sólidos de peligrosidad MEDIA comienzan su ignición a una temperatura comprendida entre 100°C y 200°C
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_164;¿Qué líquidos se incluyen en peligrosidad BAJA?;Líquidos clase D en ITC MIE-APQ1|Líquidos clase A|Líquidos clase B|Líquidos clase C;Se incluyen líquidos clasificados como clase D en la ITC MIE-APQ1
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_165;¿A qué temperatura inician ignición los sólidos de peligrosidad BAJA?;Superior a 200°C|Inferior a 100°C|Entre 100°C y 200°C|Superior a 300°C;Los sólidos de peligrosidad BAJA comienzan su ignición a una temperatura superior a 200°C
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_166;¿Qué presión de vapor tienen los productos clase A?;Superior a 1 bar a 15°C|Inferior a 1 bar|Superior a 2 bar|Superior a 0,5 bar;Clase A son productos licuados cuya presión absoluta de vapor a 15°C sea superior a 1 bar
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_167;¿Cómo se subdivide la clase A según temperatura de almacenamiento?;Subclase A1 inferior a 0°C y subclase A2 otras condiciones|Solo subclase A1|Solo subclase A2|No se subdivide;Subclase A1 se almacenan a temperatura inferior a 0°C y subclase A2 se almacenan en otras condiciones
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_168;¿Qué punto de inflamación tienen los productos clase B?;Inferior a 55°C y no están en clase A|Superior a 55°C|Entre 55°C y 100°C|Superior a 100°C;Clase B son productos cuyo punto de inflamación es inferior a 55°C y no están comprendidos en la clase A
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_169;¿Cómo se subdivide la clase B según punto de inflamación?;Subclase B1 inferior a 38°C y subclase B2 entre 38°C y 55°C|Solo subclase B1|Solo subclase B2|No se subdivide;Subclase B1 punto de inflamación inferior a 38°C y subclase B2 igual o superior a 38°C e inferior a 55°C
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_170;¿Qué punto de inflamación tienen los productos clase C?;Entre 55°C y 100°C|Inferior a 55°C|Superior a 100°C|Entre 100°C y 150°C;Clase C son productos cuyo punto de inflamación está comprendido entre 55°C y 100°C
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_171;¿Qué Reglamento se menciona para métodos de ensayo de punto de inflamación?;Reglamento CE 1272/2008 de 16 de diciembre de 2008|Reglamento CE 1272/2007|Reglamento CE 1272/2009|Reglamento CE 1273/2008;Se aplicarán los métodos de ensayo recogidos en la tabla 2.6.3 del anexo 1 del Reglamento CE 1272/2008 del Parlamento Europeo y del Consejo de 16 de diciembre de 2008
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_172;¿Qué productos tienen Ci = 1,60 según ejemplos?;Alcoholes Barnices Licores Flúor Gasolina Hidrógeno Petróleo|Solo alcoholes|Solo gasolina|Solo petróleo;Ejemplos de Ci = 1,60 Alto: Alcoholes Barnices Licores Flúor Gasolina Hidrógeno Petróleo
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_173;¿Qué productos tienen Ci = 1,30 según ejemplos?;Aceites lubricantes Azúcar Azufre Café Cartón Caucho Celulosa Corcho Madera Paja Papel Tabaco Tejidos|Solo aceites|Solo madera|Solo papel;Ejemplos de Ci = 1,30 Medio: Aceites lubricantes Azúcar Azufre Café Cartón Caucho Celulosa Corcho Madera Paja Papel Tabaco Tejidos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_174;¿Qué productos tienen Ci = 1,00 según ejemplos?;Amoniaco Yeso Cemento Hormigón Jabón Lejía|Solo cemento|Solo hormigón|Solo jabón;Ejemplos de Ci = 1,00 Bajo: Amoniaco Yeso Cemento Hormigón Jabón Lejía
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_175;¿Qué alternativa existe a la fórmula principal?;Evaluar la densidad aplicando expresiones para actividades de producción o almacenamiento|Solo usar tablas|Solo estimaciones|Solo cálculos aproximados;Como alternativa se puede evaluar la densidad de carga de fuego ponderada y corregida aplicando expresiones específicas
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_176;¿Para qué actividades se usa la primera expresión alternativa?;Para actividades de producción transformación reparación o cualquier otra distinta al almacenamiento|Solo para producción|Solo para transformación|Solo para reparación;La primera expresión es para actividades de producción transformación reparación o cualquier otra distinta al almacenamiento
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_177;¿Qué representa qsi en la fórmula alternativa?;Densidad de carga de fuego de cada zona con proceso diferente en MJ/m2 o Mcal/m2|Solo densidad total|Solo carga de fuego|Solo proceso;qsi es la densidad de carga de fuego de cada zona con proceso diferente según los distintos procesos que se realizan en el sector de incendio
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_178;¿Qué representa Si en la fórmula alternativa?;Superficie de cada zona con proceso diferente en m2|Solo superficie total|Solo área de proceso|Solo zona específica;Si es la superficie de cada zona con proceso diferente según los distintos procesos que se realizan en el sector de incendio en m2
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_179;¿Qué ventaja tiene el método de cálculo exacto?;Obtiene densidad exacta tanto en cantidad como en tipos de productos|Solo es más preciso|Solo es más rápido|Solo es más simple;Con este método se obtiene una densidad de carga de fuego exacta en el momento de realizar el cálculo tanto en cantidad como en tipos de productos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_180;¿Qué incluye Gi en el cálculo?;Los materiales constructivos combustibles además de otros combustibles|Solo combustibles almacenados|Solo materiales de construcción|Solo productos industriales;Gi incluye los materiales constructivos combustibles además de cada uno de los combustibles que existen en el sector
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_181;¿Qué actividades incluye Ra?;Producción montaje transformación reparación almacenamiento|Solo producción|Solo almacenamiento|Solo transformación;Ra es inherente a la actividad industrial que se desarrolla: producción montaje transformación reparación almacenamiento etc
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_182;¿Cuándo se considera una actividad para el factor Ra?;Cuando ocupe al menos el 10% de la superficie del sector o área|Cuando ocupe el 5%|Cuando ocupe el 15%|Cuando ocupe el 20%;Se tomará el factor de la actividad de mayor riesgo siempre que dicha actividad ocupe al menos el 10% de la superficie del sector o área de incendio
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_183;¿Qué debe justificarse al usar tablas similares al catálogo CEA?;El uso de dichas tablas debe justificarse|No necesita justificación|Solo mencionar la fuente|Solo indicar la tabla;Al usar tablas similares de reconocido prestigio cuyo uso debe justificarse
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_184;¿Qué realiza el catálogo CEA?;Una clasificación de materias y mercancías según su riesgo de incendio|Solo listado de productos|Solo clasificación general|Solo evaluación de riesgos;El catálogo CEA realiza una clasificación de materias y mercancías según su riesgo de incendio
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_185;¿Qué productos pueden formar mezclas explosivas según peligrosidad ALTA?;Productos que pueden formar mezclas explosivas con el aire a temperatura ambiente|Solo gases|Solo líquidos volátiles|Solo sólidos pulverulentos;Entre los de peligrosidad ALTA están los productos que pueden formar mezclas explosivas con el aire a temperatura ambiente
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_186;¿Qué productos pueden iniciar combustión espontánea según peligrosidad ALTA?;Productos que pueden iniciar combustión espontánea en el aire a temperatura ambiente|Solo aceites|Solo trapos|Solo materiales orgánicos;Se incluyen productos que pueden iniciar combustión espontánea en el aire a temperatura ambiente
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_187;¿Qué característica tienen algunos sólidos de peligrosidad MEDIA?;Sólidos que emiten gases inflamables|Solo se calientan|Solo se deforman|Solo cambian de color;Entre los de peligrosidad MEDIA están los sólidos que emiten gases inflamables
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_188;¿Qué ITC se menciona en la nota de la tabla?;ITC MIE-APQ1 del Reglamento de almacenamiento de productos químicos|ITC MIE-APQ2|ITC MIE-APQ3|ITC MIE-APQ4;La nota menciona ITC MIE-APQ1 del Reglamento de almacenamiento de productos químicos aprobado por el Real Decreto 379/2001 de 6 de abril
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_189;¿Qué método permite obtener carga de fuego variable?;El método de cálculo exacto que cambia si hay variaciones en almacén o actividad|Solo métodos aproximados|Solo estimaciones fijas|Solo valores tabulados;Con este método se obtiene una densidad exacta que cambiará si existen variaciones en el almacén o en la actividad
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_190;¿Qué diferencia hay entre sector y área de incendio?;Sector es espacio cerrado por elementos resistentes al fuego área es abierta definida por perímetro|No hay diferencia|Solo el tamaño|Solo la ubicación;Para tipos A B C es sector cerrado por elementos resistentes al fuego para tipos D E es área abierta definida por su perímetro
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_191;¿Qué determina las medidas de protección para cada sector o área?;Su Nivel de Riesgo Intrínseco superficie y configuración del edificio donde se encuentra|Solo el riesgo intrínseco|Solo la superficie|Solo la configuración;Las medidas de Protección Pasiva y Activa se determinarán dependiendo de su Nivel de Riesgo Intrínseco de su superficie y de la configuración del edificio donde se encuentra el sector
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_192;¿Qué anexos determinan las medidas de protección?;Anexo II Protección Pasiva y Anexo III Protección Activa|Solo Anexo II|Solo Anexo III|Otros anexos;Las medidas de Protección Pasiva Anexo II y Protección Activa Anexo III se determinarán para cada sector o área
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_193;¿Cuántas formas hay de evaluar el nivel de riesgo intrínseco?;Dos formas: cálculo exacto con fórmula principal o alternativa con expresiones específicas|Solo una forma|Tres formas|Cuatro formas;El nivel de riesgo intrínseco se puede evaluar calculando la fórmula principal o como alternativa aplicando expresiones específicas
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_194;¿Qué incluye el control administrativo mencionado en la definición de establecimiento?;El proyecto de construcción o reforma así como el inicio de la actividad prevista|Solo el proyecto|Solo la construcción|Solo la actividad;El establecimiento es objeto de control administrativo tanto en su proyecto de construcción o reforma como en el inicio de la actividad prevista
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_195;¿Qué significa que un establecimiento tenga titularidad diferenciada?;Que esté destinado a ser utilizado bajo una titularidad diferenciada|Que tenga varios propietarios|Que esté dividido|Que sea independiente;El establecimiento está destinado a ser utilizado bajo una titularidad diferenciada según la definición
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_196;¿Qué configuraciones se consideran para establecimientos industriales?;Las muy diversas configuraciones se consideran reducidas a los tipos A B C D E|Solo cinco tipos básicos|Solo tres tipos|Solo dos categorías;Las muy diversas configuraciones y ubicaciones que pueden tener los establecimientos industriales se consideran reducidas a los tipos definidos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_197;¿Cuántos tipos de establecimientos se definen según ubicación en edificio?;Tres tipos: A B C|Dos tipos|Cuatro tipos|Cinco tipos;Se definen tres tipos de establecimientos industriales ubicados en un edificio: TIPO A B C
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_198;¿Cuántos tipos se definen para espacios abiertos?;Dos tipos: D E|Un tipo|Tres tipos|Cuatro tipos;Se definen dos tipos para establecimientos que desarrollan su actividad en espacios abiertos: TIPO D E
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_199;¿Qué es importante realizar según el documento?;Una correcta identificación del establecimiento industrial y del titular de la actividad|Solo identificar el edificio|Solo identificar la actividad|Solo identificar la ubicación;Es importante realizar una correcta identificación del establecimiento industrial y en concreto identificar quién es el titular de la actividad realizada
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 2;rsciei_200;¿Qué debe tener un edificio ocupado por un solo titular bajo una sola licencia?;Sería TIPO B si hay colindantes a 3m o menos o TIPO C si están a más de 3m|Solo TIPO A|Solo TIPO B|Solo TIPO C;Un edificio ocupado por un solo titular bajo una sola licencia sería TIPO B si hubiera otros colindantes separados 3 metros o menos o TIPO C si estuvieran separados más de 3 metros
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_201;¿A qué se corresponde el Anexo II del Reglamento?;Con la Protección Pasiva Contra Incendios|Con la Protección Activa|Con la evacuación|Con la construcción;El documento establece que el Anexo II se corresponde con la Protección Pasiva Contra Incendios
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_202;¿Cuál es la función de la Protección Pasiva contra incendios?;Prevenir aparición impedir o retrasar propagación y facilitar extinción y evacuación|Solo prevenir aparición|Solo facilitar extinción|Solo facilitar evacuación;La Protección Pasiva tiene como función prevenir la aparición de un incendio impedir o retrasar su propagación y facilitar tanto la extinción como la evacuación
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_203;¿De qué dependen principalmente las condiciones y requisitos constructivos?;De la relación entre configuración del edificio superficie del sector y nivel de riesgo intrínseco|Solo de la configuración|Solo de la superficie|Solo del riesgo intrínseco;Las condiciones y requisitos dependerán principalmente de la relación entre la configuración del edificio donde se encuentra el sector la superficie del sector y el nivel de riesgo intrínseco del sector
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_204;¿Qué se consideran fachadas accesibles?;Aquellas que dispongan de huecos que permitan acceso desde exterior al personal de extinción|Solo las que tienen puertas|Solo las que tienen ventanas|Solo las orientadas a la calle;Se consideran fachadas accesibles aquellas que dispongan de huecos que permitan el acceso desde el exterior al personal del servicio de extinción de incendios
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_205;¿Cuál debe ser la altura máxima del alféizar respecto del nivel de planta?;No mayor que 1,20 metros|No mayor que 1 metro|No mayor que 1,50 metros|No mayor que 2 metros;La altura del alféizar respecto del nivel de la planta a la que accede no sea mayor que 1,20 m
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_206;¿Cuáles deben ser las dimensiones mínimas de los huecos de fachada?;0,80 m horizontal y 1,20 m vertical|0,60 m horizontal y 1 m vertical|1 m horizontal y 1,50 m vertical|0,70 m horizontal y 1,10 m vertical;Sus dimensiones horizontal y vertical deben ser al menos 0,80 m y 1,20 m respectivamente
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_207;¿Cuál es la distancia máxima entre ejes verticales de dos huecos consecutivos?;No debe exceder de 25 metros|No debe exceder de 20 metros|No debe exceder de 30 metros|No debe exceder de 15 metros;La distancia máxima entre los ejes verticales de dos huecos consecutivos no debe exceder de 25 m medida sobre la fachada
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_208;¿En qué plantas se pueden instalar elementos de seguridad en huecos?;En plantas cuya altura de evacuación no exceda de 9 metros|En todas las plantas|Solo en planta baja|En plantas hasta 15 metros;Se pueden instalar elementos de seguridad en los huecos de las plantas cuya altura de evacuación no exceda de nueve m
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_209;¿Qué ejemplos de obstáculos se mencionan?;Marquesinas muy pronunciadas rejas metálicas|Solo marquesinas|Solo rejas|Solo balcones;Los obstáculos pueden ser marquesinas muy pronunciadas rejas metálicas etc
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_210;¿Qué altura de evacuación requiere espacio de maniobra para vehículos?;Mayor que 9 metros|Mayor que 15 metros|Mayor que 6 metros|Mayor que 12 metros;Los edificios con una altura de evacuación descendente mayor que nueve m deben disponer de un espacio de maniobra apto para el paso de vehículos
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_211;¿Cuál es la anchura mínima libre del espacio de maniobra?;6 metros|5 metros|7 metros|8 metros;Anchura mínima libre: 6 m
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_212;¿Cuál es la altura libre requerida en el espacio de maniobra?;La del edificio|6 metros|10 metros|15 metros;Altura libre: la del edificio
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_213;¿Cuál es la separación máxima del edificio para el espacio de maniobra?;10 metros|15 metros|5 metros|20 metros;Separación máxima del edificio: 10 m
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_214;¿Cuál es la distancia máxima hasta cualquier acceso principal?;30 metros|25 metros|35 metros|40 metros;Distancia máxima hasta cualquier acceso principal al edificio: 30 m
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_215;¿Cuál es la pendiente máxima permitida?;10 por ciento|15 por ciento|5 por ciento|20 por ciento;Pendiente máxima: 10 por ciento
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_216;¿Cuál es la capacidad portante requerida del suelo?;2000 kp/m2|1500 kp/m2|2500 kp/m2|3000 kp/m2;Capacidad portante del suelo: 2000 kp/m2
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_217;¿Cuál es la resistencia al punzonamiento requerida?;10 t sobre 20 cm Ø|15 t sobre 20 cm Ø|10 t sobre 15 cm Ø|5 t sobre 20 cm Ø;Resistencia al punzonamiento del suelo: 10 t sobre 20 cm Ø
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_218;¿Cuándo debe cumplirse la condición de punzonamiento en tapas de registro?;Cuando sus dimensiones sean mayores que 0,15 m x 0,15 m|Cuando sean mayores que 0,10 m x 0,10 m|Cuando sean mayores que 0,20 m x 0,20 m|En todas las tapas;La condición de punzonamiento debe cumplirse cuando sus dimensiones fueran mayores que 0,15 m x 0,15 m
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_219;¿A qué norma deben ceñirse las tapas de registro?;UNE-EN 124:1995|UNE-EN 123:1995|UNE-EN 125:1995|UNE-EN 126:1995;Deberán ceñirse a las especificaciones de la norma UNE-EN 124:1995
Bombero Técnico A2, Comunidad de Madrid;Bloque II;Guía RSCIEI 3;rsciei_220;¿De qué debe mantenerse libre el espacio de maniobra?;De mobiliario urbano arbolado jardines mojones u otros obstáculos|Solo de mobiliario urbano|Solo de arbolado|Solo de vehículos;El espacio de maniobra se debe mantener libre de mobiliario urbano arbolado jardines mojones u otros obstáculos
